mean_intensity,edge_density,spectral_slope,spectral_flatness,high_freq_ratio,corr_rg,corr_rb,corr_gb,kurt_cb,kurt_cr,kurt_lap_cb,kurt_lap_cr,contrast,homogeneity,energy,correlation,label,file_path
8.100057601928711,0.029754638671875,-0.7404704482855006,0.199485271477984,0.06185525044485307,0.981787685614045,0.9485629914901842,0.9777449784368092,8.141682982031242,93.58451379116919,6.4042786663884606,9.792148221015612,2.0541414225355727,0.8916393243141575,0.4987406365962537,0.8352909948658945,1,test/ai/192_midjourney_198.png
137.64868450164795,0.1501150131225586,-2.0245044665494616,0.010454795457398216,0.0006747847712422791,0.9759629802822113,0.8873132075407283,0.9520083400077677,-1.3823038647264727,-0.6453019753431182,1.3645631723609917,1.6498408836877232,8.494331300038967,0.7150145881775157,0.10611075898293225,0.970972816578421,1,test/ai/668_midjourney_100.png
110.39696407318115,0.23320579528808594,-1.0601211541500328,0.049547038794705865,0.008950143081682007,0.9887073947310332,0.925467930055699,0.9686468560394135,-0.08564479336340503,0.079679254268052,1.4381549358235723,1.1531099088658188,11.889496138867718,0.4246912804715783,0.06685456220331192,0.9231034848530649,1,test/ai/481_midjourney_34.png
132.23355388641357,0.12430572509765625,-1.6544711205987286,0.014862518752359818,0.001182115760530837,0.8943919138032307,0.894177097893098,0.9868813848278772,1.6071352520126494,-1.25040282932594,0.5508546702090662,0.5799193310998176,4.0926692422212625,0.5893879724012266,0.07472897577277389,0.988499350833152,1,test/ai/539_midjourney_100.png
105.78153610229492,0.12680816650390625,-1.5585930945137472,0.016256496167982967,0.0021348768473778575,0.956806857808872,0.8711565388175512,0.9724141499080738,-0.21855682450015523,-0.3935226165271377,1.2058133501126145,1.2488800104087332,5.2409539782079255,0.6716154728527209,0.09099031337439112,0.9910423068406873,1,test/ai/891_midjourney_88.png
83.62632846832275,0.06949996948242188,-1.3166982435914603,0.03982415486130229,0.0043751502135988985,0.9944031626400202,0.9901779749789853,0.999194149085837,3.421777780491297,2.885703120420981,6.103761754640937,5.900820724774141,10.528914501248423,0.8115488458893211,0.31442401751267685,0.9843478799846074,1,test/ai/308_midjourney_88.png
106.0418930053711,0.3541574478149414,-2.067490341612666,0.02130050576645698,0.0011485083425285458,0.9864769310158995,0.9192217170547178,0.8667759321616849,3.478499335972324,9.361538072663729,0.6450540719748603,0.7477443858476609,30.638718876220448,0.4763439017890559,0.06814607541016253,0.9407111285052899,1,test/ai/365_midjourney_88.png
208.32882499694824,0.0802755355834961,-1.1401199225008452,0.018547009541789006,0.004013014844472838,0.9811933218212379,0.9453003913950242,0.9901875844871555,-1.1034038443032967,-1.1312165555479976,3.4422579310417474,4.053960738749205,4.60484024792465,0.756875058840829,0.4550342313448929,0.9871520166839297,1,test/ai/155_midjourney_197.png
163.61844158172607,0.09802532196044922,-2.0678812421876165,0.006582640950491122,0.0005258751173003104,0.6668814680284444,0.20743575595093403,0.857426902343881,-1.4801534014121105,-1.092831336634305,1.5848941179848666,2.3129491720254203,6.099903961014434,0.7710765649756164,0.2269288861602815,0.9752470482907075,1,test/ai/353_midjourney_88.png
129.7908229827881,0.1595296859741211,-1.9754038824295894,0.015207765547571162,0.0009216284659134641,0.9882039276974415,0.9628380914934384,0.982272908299727,10.405686762498037,9.998729476524087,0.7524247928261225,1.4143223278745944,14.827615217294698,0.6611287722163658,0.09546841929468748,0.9411886785095674,1,test/ai/702_midjourney_100.png
14.806392669677734,0.05320453643798828,-1.9964553892327546,0.0306373853072522,0.0020434517690942062,0.993414067642367,0.9616834000966503,0.9844296565561671,9.140258740343988,7.4036043677821635,7.560902738263787,6.909875206120761,4.850630926113921,0.8896228621109867,0.6742057611324302,0.9697484026654614,1,test/ai/772_midjourney_169.png
